type,orientation,entity,area,role_parent_1,role_owner,item_parent_2,item_parent_2_id,item_parent_1,item_parent_1_id,item_name,item_id,item_granularity,time_hours_par,description,instructions,addundum_extras,confidence,count_name,frequency,quality
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Diseñar relación tablas con foreign keys,gtm_ops_dtp_16,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Diseñar relación tablas con foreign keys.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Diseñar relación a tablas transaccionales,gtm_ops_dtp_17,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Diseñar relación a tablas transaccionales.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Preparar las fórmulas SQL,gtm_ops_dtp_18,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Preparar las fórmulas SQL.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Integrar con ERP,gtm_ops_dtp_19,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Integrar con ERP.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Testing,gtm_ops_dtp_20,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Testing.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Integrar con Stripe,gtm_ops_dtp_21,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Integrar con Stripe.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,"Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…",gtm_cl_b857ba02148488,Listar una checklist de todas las tablas necesarias,gtm_ops_dtp_22,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Definir tablas (estáticas, relacionales, transacc…. Scope: Listar una checklist de todas las tablas necesarias.",,"Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Definir tablas (estáticas, relacionales, transaccionales)'.",2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Estructurar KMS con roles Organigrama,gtm_ops_dtp_23,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Estructurar KMS con roles Organigrama.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Preparar archivos standar en cada rol,gtm_ops_dtp_24,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Preparar archivos standar en cada rol.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Preparar carpetas y archivos Admin,gtm_ops_dtp_25,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Preparar carpetas y archivos Admin.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Traspasar Documentación a Managers de Áreas,gtm_ops_dtp_26,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Traspasar Documentación a Managers de Áreas.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Dividir por roles la documentación,gtm_ops_dtp_27,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Dividir por roles la documentación.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,"Links a recursos de admin como componentes, procesos y proyectos",gtm_ops_dtp_28,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Links a recursos de admin como componentes, procesos y proyectos.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Replicar en Drive,gtm_ops_dtp_29,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Replicar en Drive.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map),gtm_cl_6666fcd6962238,Unificar bajo carpeta admin,gtm_ops_dtp_30,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Roles y sus procesos (organigrama y process map). Scope: Unificar bajo carpeta admin.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Roles y sus procesos (organigrama y process map)'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: Casos de uso IA,gtm_cl_cd667d728c75e0,Operating model and internal controls — Asistente que conozca los componentes junto con researcher/scrapper que pueda d…,gtm_ops_dtp_31,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: Casos de uso IA. Scope: Asistente que conozca los componentes junto con researcher/scrapper que pueda darnos ideas de cómo diseñar flujos entre componentes y optimizar los recursos que tenemos contratados. Puede ser dándoles.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / Casos de uso IA'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Elegir proveedor (2),gtm_ops_dtp_32,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Elegir proveedor (2).,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Establecer gastos de sistema en forecast,gtm_ops_dtp_33,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Establecer gastos de sistema en forecast.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Aseguras conexiones externas con la infraestructura,gtm_ops_dtp_34,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Aseguras conexiones externas con la infraestructura.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Crear tablas financieras,gtm_ops_dtp_35,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Crear tablas financieras.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Crear tablas operacionales,gtm_ops_dtp_36,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Crear tablas operacionales.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Crear tablas de producto y servicio,gtm_ops_dtp_37,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Crear tablas de producto y servicio.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Crear tablas legales,gtm_ops_dtp_38,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Crear tablas legales.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Conectar con ERP para asegurar el flujo de datos externo,gtm_ops_dtp_39,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Conectar con ERP para asegurar el flujo de datos externo.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,"Listar funcionalidades adicionales, como tipos de datos que puede guardar como vectores, plugins y compatibilidades int…",gtm_ops_dtp_40,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Listar funcionalidades adicionales, como tipos de datos que puede guardar como vectores, plugins y compatibilidades integradas con otros componentes y capacidades de automatización.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Operating model and internal controls — MADEIRA API surface item,gtm_ops_dtp_41,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Conectar a proveedor financiero (Stripe y/u otros).,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Decidir columnas y tipos de datos,gtm_ops_dtp_42,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Decidir columnas y tipos de datos.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,Crear relaciones entre las tablas,gtm_ops_dtp_43,task,,GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Crear relaciones entre las tablas.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,"Decidir y conectar tablas transaccionales de cada fin (P&L, Inventario de productos, tablas de clientes con sus product…",gtm_ops_dtp_44,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Decidir y conectar tablas transaccionales de cada fin (P&L, Inventario de productos, tablas de clientes con sus productos elegidos y sus contratos).",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…,gtm_cl_b2d4d6d135d20a,"Elegir componente de reporting y aprovechar funcionalidades de reporting de componentes como Vercel, Supabase, Openia e…",gtm_ops_dtp_45,task,,"GTM operating item under Operating model and internal controls — Infrastructure documentation: base de datos que soporte toda la intel y el desa…. Scope: Elegir componente de reporting y aprovechar funcionalidades de reporting de componentes como Vercel, Supabase, Openia etc.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Documentar infraestructura / base de datos que soporte toda la intel y el desarrollo'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Leer todos los readmes,gtm_ops_dtp_46,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Leer todos los readmes.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar la lista centralizada de recursos,gtm_ops_dtp_47,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar la lista centralizada de recursos.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar Carpeta de componentes,gtm_ops_dtp_48,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar Carpeta de componentes.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar carpeta de procesos,gtm_ops_dtp_49,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar carpeta de procesos.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar carpeta de tablas,gtm_ops_dtp_50,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar carpeta de tablas.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar carpeta de proyectos,gtm_ops_dtp_51,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar carpeta de proyectos.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar carpeta de excalidraw,gtm_ops_dtp_52,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar carpeta de excalidraw.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar listas de youtube,gtm_ops_dtp_53,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar listas de youtube.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: Checklist,gtm_cl_6f3c1ff99ebc76,Revisar documentación obsidian,gtm_ops_dtp_54,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: Checklist. Scope: Revisar documentación obsidian.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / Checklist'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Revisar la tabla actualizada de componentes,gtm_ops_dtp_55,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Revisar la tabla actualizada de componentes.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Utilizar los Readmes como guía,gtm_ops_dtp_56,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Utilizar los Readmes como guía.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Cerrar formato estándar de MO en output 2,gtm_ops_dtp_57,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Cerrar formato estándar de MO en output 2.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Elegir repositorio de MOs en Drive para repartir más adelante a los roles relevantes,gtm_ops_dtp_58,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Elegir repositorio de MOs en Drive para repartir más adelante a los roles relevantes.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,"Incluir las tareas para el funcionamiento de la herramienta, en cuanto a usuario, permisos, cuentas que utilizar, neces…",gtm_ops_dtp_59,task,,"GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Incluir las tareas para el funcionamiento de la herramienta, en cuanto a usuario, permisos, cuentas que utilizar, necesidades adicionales como componentes críticos requeridos.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,"Dar valoración de la criticidad del componente, según su importancia en la arquitectura, los procesos, y su posibilidad…",gtm_ops_dtp_60,task,,"GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Dar valoración de la criticidad del componente, según su importancia en la arquitectura, los procesos, y su posibilidad de reemplazo.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Incluir contrastada la lista de procesos donde se incluye ese componente,gtm_ops_dtp_61,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Incluir contrastada la lista de procesos donde se incluye ese componente.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,"Declarar rol responsable, y roles de supervisión y de apoyo adicionales",gtm_ops_dtp_62,task,,"GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Declarar rol responsable, y roles de supervisión y de apoyo adicionales.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,"Posiblemente, crear flujo visual del uso del componente",gtm_ops_dtp_63,task,,"GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Posiblemente, crear flujo visual del uso del componente.",,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Incluir acciones de research para profundizar en el componente,gtm_ops_dtp_64,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Incluir acciones de research para profundizar en el componente.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
Internal,Employee,Think Big,Operations,COO,PMO,Operating model and internal controls,gtm_ws_ops_control,Operating model and internal controls — End-to-end operating model: MOs del uso de componentes,gtm_cl_5ab0e9ee478374,Incluir documentación oficial del proveedor,gtm_ops_dtp_65,task,,GTM operating item under Operating model and internal controls — End-to-end operating model: MOs del uso de componentes. Scope: Incluir documentación oficial del proveedor.,,Original Trello path: item_parent_2='Controlar la empresa'; item_parent_1='Conocer el end to end del funcionamiento / MOs del uso de componentes'.,2,1,medium,3
